temperature,steps,posture,heart_rate,spo2,breathing_rate,timestamp,heart_rate_gen,heart_rate_source,spo2_gen,spo2_source,breathing_rate_gen,breathing_rate_source,gsr,gsr_gen,gsr_source,temperature_gen,temperature_source,dehydration_index,dehydration_index_gen,dehydration_index_source,posture_gen,posture_source,fall_detected,fall_detected_gen,fall_detected_source,steps_gen,steps_source
37.263916722333555,0,Resting,63.7314629258517,98.21184705193068,19.36,12,False,GP4,False,GP4,False,GP3,4.513959896233483,True,SIM,False,GP6,1.2547327530346264,True,SIM,False,GP4,False,True,SIM,False,GP2
37.36918281006457,0,Resting,63.875751503006015,98.2075236012825,23.83,13,False,GP4,False,GP4,False,GP3,4.562325943302728,True,SIM,False,GP6,1.1970627393612332,True,SIM,False,GP4,False,True,SIM,False,GP2
37.449999999999996,0,Resting,64.02004008016033,98.20320015063433,23.83,14,False,GP4,False,GP4,False,GP3,4.265092616727078,True,SIM,False,GP6,1.3294380777743968,True,SIM,False,GP4,False,True,SIM,False,GP2
37.449999999999996,0,Resting,64.16432865731463,98.19887669998616,23.83,15,False,GP4,False,GP4,False,GP3,4.243980648818496,True,SIM,False,GP6,1.215820851467898,True,SIM,False,GP4,False,True,SIM,False,GP2
37.38140725896237,0,Resting,64.30861723446894,98.19455324933799,22.976412825651288,16,False,GP4,False,GP4,False,GP3,4.463846149037112,True,SIM,False,GP6,1.2436840833597893,True,SIM,False,GP4,False,True,SIM,False,GP2
37.374615898463595,0,Resting,64.45290581162325,98.19022979868981,19.25,17,False,GP4,False,GP4,False,GP3,4.658417603141015,True,SIM,False,GP6,1.2415482026930673,True,SIM,False,GP4,False,True,SIM,False,GP2
37.170875083500334,1,Resting,64.59719438877755,98.18590634804164,19.25,18,False,GP4,False,GP4,False,GP3,4.6302620293372145,True,SIM,False,GP6,1.1847406146789077,True,SIM,False,GP4,False,True,SIM,False,GP2
37.77666443999109,1,Resting,64.74148296593187,98.18158289739347,19.25,19,False,GP4,False,GP4,False,GP3,4.682642293667252,True,SIM,False,GP6,1.2384944845884758,True,SIM,False,GP4,False,True,SIM,False,GP2
37.8731017590737,1,Resting,64.88577154308618,98.1772594467453,19.25,20,False,GP4,False,GP4,False,GP3,4.251518766041537,True,SIM,False,GP6,1.1616720060236734,True,SIM,False,GP4,False,True,SIM,False,GP2
37.111111111111114,1,Resting,65.03006012024048,98.17293599609712,19.25,21,False,GP4,False,GP4,False,GP3,4.40761585712286,True,SIM,False,GP6,1.1062629204480823,True,SIM,False,GP4,False,True,SIM,False,GP2
37.449999999999996,1,Resting,65.17434869739479,98.16861254544895,19.25,22,False,GP4,False,GP4,False,GP3,4.384621494929047,True,SIM,False,GP6,1.2093445869278256,True,SIM,False,GP4,False,True,SIM,False,GP2
37.14982186595413,1,Resting,65.3186372745491,98.16428909480076,19.19,23,False,GP4,False,GP4,False,GP3,4.601525170617988,True,SIM,False,GP6,1.1750651894552244,True,SIM,False,GP4,False,True,SIM,False,GP2
37.449999999999996,1,Resting,65.4629258517034,98.15996564415259,19.19,24,False,GP4,False,GP4,False,GP3,4.672304363779192,True,SIM,False,GP6,1.2139064326675788,True,SIM,False,GP4,False,True,SIM,False,GP2
36.64769539078157,1,Resting,65.60721442885772,98.15564219350442,19.19,25,False,GP4,False,GP4,False,GP3,4.532049901692621,True,SIM,False,GP6,1.2860639372973683,True,SIM,False,GP4,False,True,SIM,False,GP2
37.62725450901803,1,Resting,65.75150300601203,98.15131874285625,19.19,26,False,GP4,False,GP4,False,GP3,4.446190381127575,True,SIM,False,GP6,1.1695970102699922,True,SIM,False,GP4,False,True,SIM,False,GP2
37.69924293030505,1,Resting,65.89579158316633,98.14699529220808,19.19,27,False,GP4,False,GP4,False,GP3,4.461428466115465,True,SIM,False,GP6,1.1743662964468073,True,SIM,False,GP4,False,True,SIM,False,GP2
37.12876864840793,1,Resting,66.04008016032064,98.1426718415599,19.19,28,False,GP4,False,GP4,False,GP3,4.375199878803766,True,SIM,False,GP6,1.2238517350457738,True,SIM,False,GP4,False,True,SIM,False,GP2
37.449999999999996,2,Resting,66.18436873747495,98.13834839091173,19.19,29,False,GP4,False,GP4,False,GP3,4.567013070892984,True,SIM,False,GP6,1.293372118538999,True,SIM,False,GP4,False,True,SIM,False,GP2
37.53625027833444,2,Resting,66.32865731462925,98.13402494026356,19.19,30,False,GP4,False,GP4,False,GP3,4.65628504823472,True,SIM,False,GP6,1.1869040371733832,True,SIM,False,GP4,False,True,SIM,False,GP2
37.590581162324646,2,Resting,66.47294589178357,98.12970148961539,19.19,31,False,GP4,False,GP4,False,GP3,4.365743366169443,True,SIM,False,GP6,1.2378734408876007,True,SIM,False,GP4,False,True,SIM,False,GP2
37.111111111111114,2,Resting,66.61723446893788,98.12537803896721,19.19,32,False,GP4,False,GP4,False,GP3,4.427975930353942,True,SIM,False,GP6,1.1145846814826907,True,SIM,False,GP4,False,True,SIM,False,GP2
37.446604319750605,2,Resting,66.76152304609218,98.12105458831904,18.43,33,False,GP4,False,GP4,False,GP3,4.666372734586272,True,SIM,False,GP6,1.1346385609150789,True,SIM,False,GP4,False,True,SIM,False,GP2
37.111111111111114,2,Resting,66.90581162324649,98.11673113767087,19.86,34,False,GP4,False,GP4,False,GP3,4.586489801028142,True,SIM,False,GP6,1.1079841481585404,True,SIM,False,GP4,False,True,SIM,False,GP2
36.96373858828769,2,Resting,67.0501002004008,98.1124076870227,19.86,35,False,GP4,False,GP4,False,GP3,4.6884363575772605,True,SIM,False,GP6,1.2321932681819763,True,SIM,False,GP4,False,True,SIM,False,GP2
37.230639055889554,3,Resting,67.1943887775551,98.10808423637452,19.86,36,False,GP4,False,GP4,False,GP3,4.400999705067004,True,SIM,False,GP6,1.2542156535900642,True,SIM,False,GP4,False,True,SIM,False,GP2
36.77222222222222,3,Resting,67.33867735470942,98.10376078572635,19.86,37,False,GP4,False,GP4,False,GP3,4.577120939626816,True,SIM,False,GP6,1.2273206890893138,True,SIM,False,GP4,False,True,SIM,False,GP2
36.77222222222222,3,Resting,67.48296593186373,98.09943733507818,19.86,38,False,GP4,False,GP4,False,GP3,4.571586514265577,True,SIM,False,GP6,1.2300247688640116,True,SIM,False,GP4,False,True,SIM,False,GP2
36.58092852371409,3,Resting,67.62725450901803,98.09511388443,19.86,39,False,GP4,False,GP4,False,GP3,4.367234094646886,True,SIM,False,GP6,1.2663008268616684,True,SIM,False,GP4,False,True,SIM,False,GP2
36.94268537074148,4,Resting,67.77154308617234,98.09079043378183,19.86,40,False,GP4,False,GP4,False,GP3,4.575125364576449,True,SIM,False,GP6,1.1538568551889021,True,SIM,False,GP4,False,True,SIM,False,GP2
37.20958583834336,4,Resting,67.91583166332666,98.08646698313366,19.86,41,False,GP4,False,GP4,False,GP3,4.486074645414433,True,SIM,False,GP6,1.2471683499376252,True,SIM,False,GP4,False,True,SIM,False,GP2
36.23199732798932,4,Resting,68.06012024048096,98.08214353248549,19.86,42,False,GP4,False,GP4,False,GP3,4.52099241986461,True,SIM,False,GP6,1.277241341045428,True,SIM,False,GP4,False,True,SIM,False,GP2
37.06560899576932,4,Resting,68.20440881763527,98.07782008183732,19.86,43,False,GP4,False,GP4,False,GP3,4.48339434326464,True,SIM,False,GP6,1.1929416445711254,True,SIM,False,GP4,False,True,SIM,False,GP2
36.77222222222222,5,Resting,68.34869739478958,98.07349663118914,19.86,44,False,GP4,False,GP4,False,GP3,4.614073242086627,True,SIM,False,GP6,1.153827054873727,True,SIM,False,GP4,False,True,SIM,False,GP2
36.62526163437987,5,Resting,68.49298597194388,98.06917318054097,19.86,45,False,GP4,False,GP4,False,GP3,4.75625901417838,True,SIM,False,GP6,1.2946673167793428,True,SIM,False,GP4,False,True,SIM,False,GP2
37.111111111111114,5,Resting,68.6372745490982,98.0648497298928,19.86,46,False,GP4,False,GP4,False,GP3,4.4306982274796445,True,SIM,False,GP6,1.2099032190081627,True,SIM,False,GP4,False,True,SIM,False,GP2
36.449665998664,5,Resting,68.78156312625251,98.06052627924463,19.86,47,False,GP4,False,GP4,False,GP3,4.692990895723999,True,SIM,False,GP6,1.2542271863366088,True,SIM,False,GP4,False,True,SIM,False,GP2
36.570908483633936,5,Resting,68.9258517034068,98.05620282859645,19.86,48,False,GP4,False,GP4,False,GP3,4.4096650915002895,True,SIM,False,GP6,1.2392665683603428,True,SIM,False,GP4,False,True,SIM,False,GP2
36.31301491872634,5,Resting,69.07014028056112,98.05187937794828,19.86,49,False,GP4,False,GP4,False,GP3,4.620641742546821,True,SIM,False,GP6,1.0968015215003657,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,5,Resting,69.21442885771543,98.04755592730011,19.86,50,False,GP4,False,GP4,False,GP3,4.483390651454727,True,SIM,False,GP6,1.1234514088782692,True,SIM,False,GP4,False,True,SIM,False,GP2
36.268180806056556,5,Resting,69.35871743486975,98.04323247665194,19.86,51,False,GP4,False,GP4,False,GP3,4.550234573788908,True,SIM,False,GP6,1.150182499671402,True,SIM,False,GP4,False,True,SIM,False,GP2
36.72561790247161,5,Resting,69.50300601202404,98.03890902600376,19.86,52,False,GP4,False,GP4,False,GP3,4.60487852537903,True,SIM,False,GP6,1.1708140401433804,True,SIM,False,GP4,False,True,SIM,False,GP2
36.52506123357827,5,Resting,69.64729458917836,98.03458557535559,20.436513026052097,53,False,GP4,False,GP4,False,GP3,4.662486506568847,True,SIM,False,GP6,1.1563176803797353,True,SIM,False,GP4,False,True,SIM,False,GP2
36.77222222222222,5,Resting,69.79158316633267,98.03026212470742,20.48,54,False,GP4,False,GP4,False,GP3,4.408021612032129,True,SIM,False,GP6,1.2864645860242065,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,5,Resting,69.93587174348697,98.02593867405925,20.48,55,False,GP4,False,GP4,False,GP3,4.518824055497659,True,SIM,False,GP6,1.1448668186646747,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,5,Resting,70.02004008016033,98.02471149170168,20.48,56,False,GP4,False,GP4,False,GP3,4.455663322461098,True,SIM,False,GP6,1.2116130860456211,True,SIM,False,GP4,False,True,SIM,False,GP2
36.402215542195506,5,Resting,70.0561122244489,98.02596132397662,20.48,57,False,GP4,False,GP4,False,GP3,4.527371941921289,True,SIM,False,GP6,1.2032174616083686,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,5,Resting,70.09218436873748,98.02721115625155,20.48,58,False,GP4,False,GP4,False,GP3,4.439486106929107,True,SIM,False,GP6,1.1834692141976273,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,6,Resting,70.12825651302606,98.02846098852649,20.48,59,False,GP4,False,GP4,False,GP3,4.57138177710962,True,SIM,False,GP6,1.2351905765300872,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,6,Resting,70.16432865731463,98.02971082080143,20.48,60,False,GP4,False,GP4,False,GP3,4.542663324591759,True,SIM,False,GP6,1.1582230391302466,True,SIM,False,GP4,False,True,SIM,False,GP2
36.75819416610999,6,Resting,70.20040080160321,98.03096065307635,20.48,61,False,GP4,False,GP4,False,GP3,4.559606760901259,True,SIM,False,GP6,1.1770823130920922,True,SIM,False,GP4,False,True,SIM,False,GP2
35.93334446671119,6,Resting,70.23647294589179,98.03221048535129,20.48,62,False,GP4,False,GP4,False,GP3,4.58724485072142,True,SIM,False,GP6,1.205409530693684,True,SIM,False,GP4,False,True,SIM,False,GP2
36.309173903362286,7,Resting,70.27254509018036,98.03346031762622,20.48,63,False,GP4,False,GP4,False,GP3,4.546126026490244,True,SIM,False,GP6,1.1407584562920654,True,SIM,False,GP4,False,True,SIM,False,GP2
36.03548207526164,7,Resting,70.30861723446894,98.03471014990116,20.48,64,False,GP4,False,GP4,False,GP3,4.398529604188867,True,SIM,False,GP6,1.2521850594485735,True,SIM,False,GP4,False,True,SIM,False,GP2
36.83741928301046,7,Resting,70.34468937875752,98.03595998217608,20.48,65,False,GP4,False,GP4,False,GP3,4.4794628226701745,True,SIM,False,GP6,1.1189973733111656,True,SIM,False,GP4,False,True,SIM,False,GP2
36.42530616789134,7,Resting,70.38076152304609,98.03720981445102,20.48,66,False,GP4,False,GP4,False,GP3,4.63914512683594,True,SIM,False,GP6,1.2143154405999694,True,SIM,False,GP4,False,True,SIM,False,GP2
36.61595413048318,8,Resting,70.41683366733467,98.03845964672595,20.48,67,False,GP4,False,GP4,False,GP3,4.746041922616371,True,SIM,False,GP6,1.1943019495449754,True,SIM,False,GP4,False,True,SIM,False,GP2
36.58718548207526,8,Resting,70.45290581162325,98.03970947900089,20.48,68,False,GP4,False,GP4,False,GP3,4.591873721296291,True,SIM,False,GP6,1.1708884730913096,True,SIM,False,GP4,False,True,SIM,False,GP2
36.44649298597196,8,Resting,70.48897795591182,98.04095931127583,20.48,69,False,GP4,False,GP4,False,GP3,4.496833105026041,True,SIM,False,GP6,1.23633952862095,True,SIM,False,GP4,False,True,SIM,False,GP2
36.77222222222222,8,Resting,70.5250501002004,98.04220914355075,20.48,70,False,GP4,False,GP4,False,GP3,4.680480736076291,True,SIM,False,GP6,1.1435741258699736,True,SIM,False,GP4,False,True,SIM,False,GP2
36.38319973279894,9,Resting,70.56112224448898,98.04345897582569,20.48,71,False,GP4,False,GP4,False,GP3,4.5086522209585915,True,SIM,False,GP6,1.1210620464388694,True,SIM,False,GP4,False,True,SIM,False,GP2
36.39786239144957,9,Resting,70.59719438877755,98.04470880810062,20.48,72,False,GP4,False,GP4,False,GP3,4.518874114890194,True,SIM,False,GP6,1.3199802148069764,True,SIM,False,GP4,False,True,SIM,False,GP2
36.44082609663772,9,Resting,70.63326653306613,98.04595864037556,20.66,73,False,GP4,False,GP4,False,GP3,4.449022228847418,True,SIM,False,GP6,1.176836130858776,True,SIM,False,GP4,False,True,SIM,False,GP2
36.00492095301715,9,Resting,70.66933867735472,98.04720847265048,20.66,74,False,GP4,False,GP4,False,GP3,4.66074042651876,True,SIM,False,GP6,1.1783956625679313,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,9,Resting,70.70541082164328,98.04845830492542,20.66,75,False,GP4,False,GP4,False,GP3,4.460655772395422,True,SIM,False,GP6,1.1716342263270543,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,9,Resting,70.74148296593187,98.04970813720035,20.66,76,False,GP4,False,GP4,False,GP3,4.50060706069517,True,SIM,False,GP6,1.1236390947618276,True,SIM,False,GP4,False,True,SIM,False,GP2
36.220886216878206,10,Resting,70.77755511022045,98.05095796947529,20.66,77,False,GP4,False,GP4,False,GP3,4.6484037704877945,True,SIM,False,GP6,1.2523722130719772,True,SIM,False,GP4,False,True,SIM,False,GP2
36.19676018704075,10,Resting,70.81362725450902,98.05220780175021,20.66,78,False,GP4,False,GP4,False,GP3,4.460559878235903,True,SIM,False,GP6,1.172687546557808,True,SIM,False,GP4,False,True,SIM,False,GP2
36.699409930973054,10,Resting,70.8496993987976,98.05345763402515,20.66,79,False,GP4,False,GP4,False,GP3,4.566193325135556,True,SIM,False,GP6,1.2370675382875866,True,SIM,False,GP4,False,True,SIM,False,GP2
36.768180806056556,10,Resting,70.88577154308618,98.05470746630009,20.66,80,False,GP4,False,GP4,False,GP3,4.593880204193052,True,SIM,False,GP6,1.1447784659128675,True,SIM,False,GP4,False,True,SIM,False,GP2
35.901013137385895,10,Resting,70.92184368737475,98.05595729857502,20.66,81,False,GP4,False,GP4,False,GP3,4.4840306725950745,True,SIM,False,GP6,1.2227866841742252,True,SIM,False,GP4,False,True,SIM,False,GP2
36.2419394344244,11,Resting,70.95791583166333,98.05720713084996,20.66,82,False,GP4,False,GP4,False,GP3,4.570012766978137,True,SIM,False,GP6,1.1790188112694797,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,11,Resting,70.99398797595191,98.05845696312488,20.76,83,False,GP4,False,GP4,False,GP3,4.66617923968144,True,SIM,False,GP6,1.1857490033271796,True,SIM,False,GP4,False,True,SIM,False,GP2
36.332943665108,11,Resting,71.03006012024048,98.05970679539982,20.76,84,False,GP4,False,GP4,False,GP3,4.359124498204874,True,SIM,False,GP6,1.2230243090013595,True,SIM,False,GP4,False,True,SIM,False,GP2
36.08098419060343,11,Resting,71.06613226452906,98.06095662767476,20.76,85,False,GP4,False,GP4,False,GP3,4.632963805434561,True,SIM,False,GP6,1.2178299816448632,True,SIM,False,GP4,False,True,SIM,False,GP2
36.191004230683596,12,Resting,71.10220440881764,98.06220645994969,20.76,86,False,GP4,False,GP4,False,GP3,4.639289075109555,True,SIM,False,GP6,1.130504063396116,True,SIM,False,GP4,False,True,SIM,False,GP2
36.087096415052336,12,Resting,71.13827655310621,98.06345629222461,20.76,87,False,GP4,False,GP4,False,GP3,4.6860701412976,True,SIM,False,GP6,1.2637078615065258,True,SIM,False,GP4,False,True,SIM,False,GP2
36.77222222222222,12,Resting,71.17434869739479,98.06470612449955,20.76,88,False,GP4,False,GP4,False,GP3,4.595151795046721,True,SIM,False,GP6,1.137473140454954,True,SIM,False,GP4,False,True,SIM,False,GP2
36.19523491427301,13,Resting,71.21042084168337,98.06595595677449,20.76,89,False,GP4,False,GP4,False,GP3,4.517576555911458,True,SIM,False,GP6,1.1579820947653159,True,SIM,False,GP4,False,True,SIM,False,GP2
37.07104208416834,13,Resting,71.24649298597194,98.06720578904942,20.76,90,False,GP4,False,GP4,False,GP3,4.493527090678623,True,SIM,False,GP6,1.144106639027668,True,SIM,False,GP4,False,True,SIM,False,GP2
36.54910932977065,13,Resting,71.28256513026052,98.06845562132436,20.76,91,False,GP4,False,GP4,False,GP3,4.622107037893788,True,SIM,False,GP6,1.2368361292441912,True,SIM,False,GP4,False,True,SIM,False,GP2
36.619917613003786,13,Resting,71.3186372745491,98.06970545359928,20.76,92,False,GP4,False,GP4,False,GP3,4.643107298093637,True,SIM,False,GP6,1.2008100194838849,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,14,Resting,71.35470941883767,98.07095528587422,20.231482965931868,93,False,GP4,False,GP4,False,GP3,4.782767755096521,True,SIM,False,GP6,1.2212419843184574,True,SIM,False,GP4,False,True,SIM,False,GP2
36.11086617679804,14,Resting,71.39078156312625,98.07220511814916,20.17,94,False,GP4,False,GP4,False,GP3,4.516516385338993,True,SIM,False,GP6,1.2708393136771399,True,SIM,False,GP4,False,True,SIM,False,GP2
36.49900912936986,14,Resting,71.42685370741484,98.0734549504241,20.17,95,False,GP4,False,GP4,False,GP3,4.347841603252476,True,SIM,False,GP6,1.189364209567936,True,SIM,False,GP4,False,True,SIM,False,GP2
36.172667557336915,14,Resting,71.4629258517034,98.07470478269902,20.17,96,False,GP4,False,GP4,False,GP3,4.497476864988028,True,SIM,False,GP6,1.2868207003558163,True,SIM,False,GP4,False,True,SIM,False,GP2
35.68980182587398,15,Resting,71.49899799599199,98.07595461497395,20.17,97,False,GP4,False,GP4,False,GP3,4.524051104202195,True,SIM,False,GP6,1.304796033478887,True,SIM,False,GP4,False,True,SIM,False,GP2
34.65730349588066,15,Resting,71.53507014028057,98.07720444724889,20.17,98,False,GP4,False,GP4,False,GP3,4.483289221115663,True,SIM,False,GP6,1.1862416609847688,True,SIM,False,GP4,False,True,SIM,False,GP2
35.11928301046537,15,Resting,71.57114228456913,98.07845427952383,20.17,99,False,GP4,False,GP4,False,GP3,4.562606391295388,True,SIM,False,GP6,1.2302805476918246,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,15,Resting,71.60721442885772,98.07970411179876,20.17,100,False,GP4,False,GP4,False,GP3,4.500828689280185,True,SIM,False,GP6,1.2029432464244598,True,SIM,False,GP4,False,True,SIM,False,GP2
35.91527499443331,16,Resting,71.6432865731463,98.08095394407368,20.17,101,False,GP4,False,GP4,False,GP3,4.509660359064224,True,SIM,False,GP6,1.154515350601247,True,SIM,False,GP4,False,True,SIM,False,GP2
36.77222222222222,16,Resting,71.67935871743487,98.08220377634862,20.17,102,False,GP4,False,GP4,False,GP3,4.391557458919321,True,SIM,False,GP6,1.1861602630619836,True,SIM,False,GP4,False,True,SIM,False,GP2
36.1,16,Resting,71.71543086172345,98.08345360862356,20.36118236472948,103,False,GP4,False,GP4,False,GP3,4.48787701594723,True,SIM,False,GP6,1.1266814449769478,True,SIM,False,GP4,False,True,SIM,False,GP2
35.453462480516585,17,Resting,71.75150300601203,98.0847034408985,20.47,104,False,GP4,False,GP4,False,GP3,4.385509617644615,True,SIM,False,GP6,1.0717651376312138,True,SIM,False,GP4,False,True,SIM,False,GP2
35.76111111111111,17,Resting,71.7875751503006,98.08595327317342,20.47,105,False,GP4,False,GP4,False,GP3,4.393123361277459,True,SIM,False,GP6,1.252030115186216,True,SIM,False,GP4,False,True,SIM,False,GP2
35.422222222222224,17,Resting,71.82364729458918,98.08720310544835,20.47,106,False,GP4,False,GP4,False,GP3,4.608936641659888,True,SIM,False,GP6,1.3347719184238662,True,SIM,False,GP4,False,True,SIM,False,GP2
36.1,17,Resting,71.85971943887776,98.08845293772329,20.47,107,False,GP4,False,GP4,False,GP3,4.417214934763309,True,SIM,False,GP6,1.2146045671381265,True,SIM,False,GP4,False,True,SIM,False,GP2
35.78080605655756,18,Resting,71.89579158316633,98.08970276999823,20.47,108,False,GP4,False,GP4,False,GP3,4.451657934259062,True,SIM,False,GP6,1.2188530072188664,True,SIM,False,GP4,False,True,SIM,False,GP2
35.94397684257403,18,Resting,71.93186372745491,98.09095260227316,20.47,109,False,GP4,False,GP4,False,GP3,4.532770604188948,True,SIM,False,GP6,1.184454003433117,True,SIM,False,GP4,False,True,SIM,False,GP2
35.54650411934982,18,Resting,71.96793587174349,98.09220243454808,20.47,110,False,GP4,False,GP4,False,GP3,4.583417033283126,True,SIM,False,GP6,1.1481181704381682,True,SIM,False,GP4,False,True,SIM,False,GP2
35.28194166109997,18,Resting,72.0,98.09296541381039,20.47,111,False,GP4,False,GP4,False,GP3,4.538115148270425,True,SIM,False,GP6,1.1626087243884111,True,SIM,False,GP4,False,True,SIM,False,GP2
35.422222222222224,19,Resting,72.0,98.0898335689716,20.47,112,False,GP4,False,GP4,False,GP3,4.565491321891718,True,SIM,False,GP6,1.2693037595836,True,SIM,False,GP4,False,True,SIM,False,GP2
35.75841683366734,19,Resting,72.0,98.0867017241328,20.47,113,False,GP4,False,GP4,False,GP3,4.485422162752143,True,SIM,False,GP6,1.2455389284580012,True,SIM,False,GP4,False,True,SIM,False,GP2
35.76111111111111,19,Resting,72.0,98.083569879294,19.35,114,False,GP4,False,GP4,False,GP3,4.490079424305786,True,SIM,False,GP6,1.2120039291703613,True,SIM,False,GP4,False,True,SIM,False,GP2
36.4388888888889,20,Resting,72.0,98.08043803445521,19.35,115,False,GP4,False,GP4,False,GP3,4.378855867511102,True,SIM,False,GP6,1.1672236953332134,True,SIM,False,GP4,False,True,SIM,False,GP2
35.97843464707193,20,Resting,72.0,98.07730618961642,19.35,116,False,GP4,False,GP4,False,GP3,4.5527993065871515,True,SIM,False,GP6,1.1361878092796187,True,SIM,False,GP4,False,True,SIM,False,GP2
36.38931195724784,20,Resting,72.0,98.07417434477763,19.35,117,False,GP4,False,GP4,False,GP3,4.6169684157012885,True,SIM,False,GP6,1.2031872450572891,True,SIM,False,GP4,False,True,SIM,False,GP2
36.07758851035404,21,Resting,72.0,98.07104249993884,19.35,118,False,GP4,False,GP4,False,GP3,4.499778548000955,True,SIM,False,GP6,1.2952483839731121,True,SIM,False,GP4,False,True,SIM,False,GP2
36.19439991093299,21,Resting,72.0,98.06791065510005,19.35,119,False,GP4,False,GP4,False,GP3,4.458376301333567,True,SIM,False,GP6,1.2194785856377177,True,SIM,False,GP4,False,True,SIM,False,GP2
36.43004898686263,21,Resting,72.0,98.06477881026125,19.35,120,False,GP4,False,GP4,False,GP3,4.4040392208917005,True,SIM,False,GP6,1.2280625018733125,True,SIM,False,GP4,False,True,SIM,False,GP2
36.91173458027164,22,Resting,72.0,98.06164696542245,19.35,121,False,GP4,False,GP4,False,GP3,4.472973256143885,True,SIM,False,GP6,1.163020098096041,True,SIM,False,GP4,False,True,SIM,False,GP2
36.744166109997764,22,Resting,72.0,98.05851512058366,19.35,122,False,GP4,False,GP4,False,GP3,4.319446874853453,True,SIM,False,GP6,1.1783924704228668,True,SIM,False,GP4,False,True,SIM,False,GP2
36.48164105989757,22,Resting,72.0,98.05538327574487,19.35,123,False,GP4,False,GP4,False,GP3,4.3702652262309645,True,SIM,False,GP6,1.194907364548012,True,SIM,False,GP4,False,True,SIM,False,GP2
36.32901358272098,23,Resting,72.0,98.05225143090608,20.45,124,False,GP4,False,GP4,False,GP3,4.516450948867213,True,SIM,False,GP6,1.195146000876411,True,SIM,False,GP4,False,True,SIM,False,GP2
