timestamp,heart_rate,spo2,breathing_rate,gsr,temperature,dehydration_index,posture,fall_detected,steps
137,116.1,98.9,25.9,18.86,37.6,4.3,Running,false,144
138,145.5,98.4,32.8,12.00,38.6,5.9,Walking,false,145
139,133.4,94.6,32.7,14.45,38.7,4.3,Running,false,145
140,105.4,97.1,30.0,15.08,38.7,5.4,Walking,false,145
141,134.2,95.3,32.3,11.33,38.1,4.5,Running,false,146
142,101.6,94.5,22.7,18.10,37.8,6.4,Running,false,148
143,148.9,95.8,32.6,12.98,38.8,7.0,Walking,false,148
144,103.1,95.3,26.0,13.10,38.1,5.2,Walking,false,150
145,113.0,94.9,20.1,12.22,37.8,5.1,Running,false,151
146,105.9,97.1,26.6,15.26,38.1,8.0,Walking,false,152
147,150.9,98.1,24.2,10.89,38.1,4.5,Walking,false,154
148,142.0,96.5,32.6,15.10,37.5,5.7,Running,false,156
149,111.1,96.4,24.6,16.94,37.9,6.6,Walking,false,157
150,142.1,97.0,26.5,12.53,38.3,7.9,Walking,false,158
151,130.5,97.2,21.0,11.77,38.6,5.8,Walking,false,160
152,107.6,96.8,22.0,12.35,37.5,4.5,Running,false,162
153,133.4,98.3,30.4,19.66,38.5,5.8,Walking,false,163
154,111.9,94.5,27.9,19.72,38.9,5.6,Walking,false,163
155,118.9,96.2,29.9,18.20,38.5,4.3,Walking,false,165
156,153.4,98.2,21.5,14.80,38.5,6.7,Running,false,167
157,127.3,97.1,24.7,19.92,38.7,4.3,Running,false,167
158,135.5,96.3,27.2,14.51,37.8,4.6,Walking,false,167
159,139.0,95.3,23.4,15.61,38.0,6.6,Running,false,168
160,149.7,97.2,21.2,14.92,38.5,6.9,Running,false,169
161,107.4,96.3,32.8,16.72,37.7,6.4,Running,false,170
162,118.5,98.6,34.9,12.56,37.6,4.6,Running,false,171
163,117.2,94.5,31.2,11.48,37.7,6.6,Walking,false,172
164,122.7,97.5,32.7,17.16,38.3,7.0,Running,false,173
165,156.5,98.1,32.6,17.18,37.6,6.8,Running,false,175
166,124.9,94.8,22.3,16.94,38.7,6.2,Running,false,176
167,133.6,97.8,29.6,13.35,38.3,5.0,Walking,false,176
168,125.7,98.8,30.4,13.69,38.1,4.8,Walking,false,176
169,112.2,94.9,29.4,18.87,38.4,5.4,Running,false,176
170,131.8,95.3,28.4,12.25,37.8,4.2,Running,false,176
171,141.3,96.6,30.0,16.32,37.6,7.0,Running,false,176
172,120.1,95.2,22.7,11.81,37.7,7.1,Running,false,178
173,112.0,97.9,22.7,15.69,38.1,7.3,Walking,false,179
174,101.3,94.3,32.1,14.28,38.2,6.3,Walking,false,179
175,101.0,97.3,20.5,12.88,37.8,6.0,Running,false,180
176,119.2,98.2,25.2,18.18,38.6,5.5,Walking,false,180
177,113.8,94.8,25.3,10.52,38.6,5.6,Running,false,182
178,140.7,98.1,24.4,12.66,38.5,6.4,Walking,false,184
179,157.5,98.5,21.7,13.33,37.8,5.9,Walking,false,184
180,149.2,95.0,33.7,19.05,38.5,6.4,Walking,false,185
181,155.3,95.0,26.4,19.16,38.4,5.9,Running,false,185
182,122.6,98.9,25.7,12.40,38.9,4.6,Running,false,187
183,103.0,98.4,21.4,11.54,38.3,7.6,Running,false,187
184,128.3,94.2,24.0,12.74,38.1,5.8,Running,false,187
185,103.3,98.3,21.0,18.02,38.3,6.5,Walking,false,189
186,105.3,94.0,30.3,19.54,37.7,5.3,Walking,false,191
187,120.1,94.1,24.9,18.52,38.1,6.0,Running,false,191
188,148.4,94.8,28.0,12.70,38.9,7.7,Walking,false,192
189,158.0,95.8,26.8,15.33,38.5,7.7,Walking,false,193
190,133.6,94.9,25.3,11.63,37.6,7.4,Running,false,194
191,101.3,96.0,21.7,10.60,37.6,4.5,Walking,false,196
192,131.4,97.5,30.7,17.27,38.4,6.8,Running,false,196
193,149.9,95.0,28.5,10.58,37.9,7.2,Running,false,196
194,117.8,96.5,29.3,19.30,38.8,7.5,Walking,false,198
195,144.9,94.7,23.0,15.25,37.8,5.5,Walking,false,200
196,146.9,98.2,21.0,19.77,38.6,4.7,Running,false,201
197,157.9,98.7,28.3,19.03,38.8,6.4,Walking,false,202
198,104.8,96.5,34.8,19.88,37.5,5.0,Walking,false,204
199,126.8,96.8,26.6,10.37,38.5,5.8,Running,false,205
200,141.2,96.1,28.8,15.67,38.9,4.4,Walking,false,206
201,147.8,95.1,33.4,19.27,38.6,8.0,Walking,false,207
202,103.0,98.8,27.2,17.22,38.4,5.1,Running,false,209
203,156.8,94.6,22.7,11.40,37.8,6.7,Running,false,209
204,152.1,94.1,27.6,12.01,38.3,7.6,Walking,false,209
205,104.8,95.6,22.5,18.09,38.8,4.6,Walking,false,209
206,136.4,97.7,32.8,18.94,38.7,4.5,Walking,false,209
207,126.8,96.3,24.8,15.35,38.8,6.0,Running,false,210
208,147.5,97.0,29.3,19.19,38.6,6.3,Walking,false,212
209,133.9,94.3,25.0,11.94,38.5,5.0,Walking,false,212
210,104.0,96.2,21.3,15.04,38.1,4.0,Running,false,213
211,142.7,94.7,29.5,19.92,38.6,4.7,Walking,false,215
212,151.8,97.7,29.4,11.48,38.0,5.6,Running,false,215
213,145.9,97.6,25.6,16.57,37.8,7.9,Running,false,215
214,125.0,94.6,23.8,14.54,38.6,6.1,Running,false,216
215,116.9,95.8,25.5,10.89,38.5,7.0,Walking,false,216
216,108.7,98.5,25.1,16.33,38.0,5.3,Running,false,216
217,130.3,94.2,34.1,14.02,37.8,7.8,Walking,false,216
218,150.8,95.1,28.7,18.72,38.6,4.3,Walking,false,217
219,154.9,97.1,31.4,18.22,37.9,6.6,Running,false,217
220,133.3,97.1,26.3,10.32,38.5,6.3,Running,false,219
221,116.5,95.6,27.3,19.42,37.6,4.1,Running,false,219
222,110.7,97.6,32.6,13.97,38.4,7.3,Running,false,219
223,118.1,96.4,32.1,12.15,38.4,6.7,Walking,false,221
224,140.1,94.4,31.0,14.64,38.4,5.7,Running,false,222
225,159.5,95.2,26.7,15.42,38.6,7.8,Running,false,222
226,136.8,97.0,28.0,10.61,38.2,5.6,Running,false,222
227,143.1,94.4,22.7,11.98,38.4,6.7,Running,false,223
228,155.1,98.6,29.1,19.75,38.4,4.4,Running,false,225
229,101.2,94.8,30.0,11.01,38.2,6.4,Running,false,225
230,121.5,96.0,25.4,14.84,37.9,5.4,Running,false,225
231,124.8,97.9,30.0,17.41,38.1,5.7,Running,false,226
232,120.5,97.2,23.6,19.53,37.6,7.9,Walking,false,228
233,133.4,97.3,29.0,14.53,38.3,7.1,Walking,false,228
234,114.2,98.2,29.1,17.42,37.9,6.3,Running,false,228
235,135.2,95.6,31.8,12.14,38.3,4.3,Walking,false,230
236,104.3,94.3,23.4,11.28,37.5,5.5,Walking,false,232
237,111.2,95.5,33.1,17.45,38.1,4.3,Walking,false,234
238,105.3,96.2,29.5,14.93,37.7,5.1,Walking,false,235
239,139.0,97.5,31.3,12.62,37.6,7.4,Walking,false,236
240,101.7,94.6,21.5,12.42,38.5,7.4,Walking,false,237
241,159.2,96.3,23.2,16.33,38.6,5.1,Running,false,239
242,121.3,96.4,23.5,15.81,37.7,5.5,Walking,false,240
243,105.2,94.2,21.8,12.51,37.5,5.6,Walking,false,242
244,156.6,94.3,29.5,11.93,38.4,7.4,Running,false,243
245,105.6,96.5,34.7,14.22,38.4,4.5,Walking,false,244
246,107.0,97.5,31.5,16.53,37.7,6.9,Walking,false,244
247,116.5,97.9,31.8,13.38,38.8,5.3,Running,false,245
248,136.1,96.3,23.0,18.05,38.6,4.7,Walking,false,247
249,141.0,95.4,25.6,17.81,38.9,6.5,Walking,false,249
250,119.4,95.2,20.7,17.87,38.9,7.7,Walking,false,250
251,110.2,97.0,32.7,17.65,38.0,6.2,Walking,false,250
252,151.5,97.5,31.5,12.23,38.1,5.5,Walking,false,251
253,124.8,94.7,33.7,11.85,37.9,4.3,Walking,false,253
254,108.0,95.7,27.1,16.85,38.0,4.4,Walking,false,255
255,109.0,97.9,29.3,14.32,38.7,6.9,Running,false,255
256,122.1,95.2,20.9,17.60,38.3,6.2,Walking,false,257
257,123.3,94.2,27.6,14.05,37.9,5.5,Running,false,257
258,109.8,98.9,28.5,16.93,37.6,6.8,Walking,false,258
259,130.3,95.1,29.2,16.80,37.6,6.0,Running,false,260
260,136.1,97.4,20.2,17.41,38.9,4.1,Running,false,260
261,106.8,95.4,21.6,10.11,37.7,7.0,Walking,false,260
262,152.1,98.8,25.1,11.67,39.0,4.8,Running,false,260
263,124.9,98.3,30.4,11.84,37.8,4.2,Walking,false,260
264,123.3,94.8,34.4,15.23,37.9,7.6,Running,false,262
265,150.4,97.0,30.4,14.48,38.4,7.6,Walking,false,262
266,122.5,94.6,33.9,16.32,37.7,7.2,Running,false,264
267,140.2,98.1,20.5,15.63,38.8,7.9,Running,false,266
268,134.1,94.9,24.9,11.23,37.5,7.3,Walking,false,268
269,107.4,94.4,26.3,16.53,38.4,4.5,Running,false,269
270,152.5,97.5,28.2,13.98,38.9,7.0,Walking,false,269
271,140.4,96.1,26.3,11.67,38.7,7.9,Running,false,271
272,109.3,97.9,31.7,11.77,39.0,7.2,Walking,false,271
273,155.8,98.4,28.1,13.11,37.6,6.8,Walking,false,272
274,137.0,95.1,26.0,15.30,38.9,5.4,Running,false,274
275,106.3,96.4,26.7,14.58,38.8,7.2,Walking,false,276
276,148.5,95.2,26.6,13.50,38.5,4.9,Running,false,278
277,106.5,98.0,31.9,16.71,38.2,7.0,Running,false,278
278,117.9,95.0,30.9,19.92,38.9,5.2,Walking,false,278
279,140.4,96.0,26.4,15.15,38.7,4.2,Walking,false,278
280,101.6,98.8,25.3,10.05,37.7,6.1,Running,false,278
281,123.0,94.6,21.9,13.25,38.8,6.2,Walking,false,280
282,142.5,98.9,27.9,16.78,37.8,7.5,Running,false,280
283,124.1,97.0,23.4,11.35,37.6,7.9,Walking,false,281
284,136.7,98.7,25.2,10.58,37.8,4.7,Walking,false,281
285,149.3,96.3,31.4,17.88,37.6,6.4,Walking,false,283
286,113.0,97.5,21.7,13.23,38.3,6.4,Walking,false,284
287,121.0,94.9,29.9,18.77,38.3,5.3,Walking,false,286
288,100.9,98.1,25.6,18.70,37.9,6.5,Walking,false,287
289,141.9,94.4,30.5,14.15,38.5,7.2,Walking,false,289
290,116.4,94.7,31.8,10.52,38.8,5.9,Running,false,291
291,107.1,97.2,23.0,17.99,37.6,6.1,Running,false,293
292,107.3,98.8,22.4,15.76,38.2,7.0,Walking,false,294
293,147.8,94.1,31.1,12.75,38.6,4.5,Walking,false,294
294,103.6,96.6,31.0,16.54,38.5,6.4,Running,false,296
295,115.7,98.4,29.1,15.12,39.0,5.6,Walking,false,297
296,133.6,94.3,27.6,10.35,37.9,6.3,Walking,false,298
297,116.9,96.1,29.3,19.62,37.6,5.3,Walking,false,299
298,126.7,98.6,24.9,16.07,38.1,7.5,Walking,false,300
299,118.8,95.7,28.9,15.56,37.9,4.4,Walking,false,301
300,105.7,98.9,23.7,10.55,37.6,6.1,Walking,false,301
301,125.4,97.8,31.6,18.12,37.8,6.5,Running,false,303
302,123.5,95.2,23.2,13.85,37.8,6.3,Running,false,304
303,114.0,94.9,20.4,12.78,38.3,5.5,Running,false,305
304,145.9,94.0,32.7,13.90,37.7,5.3,Walking,false,307
305,111.8,98.6,30.9,14.00,38.1,5.8,Walking,false,307
306,151.1,95.0,24.3,15.82,38.7,4.5,Walking,false,307
307,143.5,97.3,29.4,13.43,37.6,6.9,Running,false,307
308,125.2,95.2,27.4,17.95,38.0,6.7,Running,false,308
309,157.0,95.4,29.3,10.41,37.8,6.4,Running,false,310
310,104.6,95.5,34.2,14.17,38.7,4.3,Walking,false,312
311,136.1,94.6,34.3,17.95,38.3,6.8,Walking,false,313
312,156.6,98.2,24.0,18.83,38.4,5.6,Walking,false,314
313,113.2,94.1,34.4,15.34,37.6,7.2,Running,false,315
314,127.3,97.6,27.5,13.98,38.1,6.8,Walking,false,317
315,112.6,95.5,21.2,16.21,38.0,7.5,Walking,false,319
316,116.1,97.1,24.4,16.37,38.8,5.6,Walking,false,319
317,120.9,97.0,21.6,16.95,37.9,5.9,Walking,false,320
318,123.1,95.4,24.9,18.56,38.9,7.0,Walking,false,321
319,136.8,94.6,21.8,12.64,37.8,6.6,Walking,false,323
320,118.7,96.7,33.9,13.60,38.4,6.9,Running,false,323
321,139.7,97.7,30.0,16.38,38.6,6.2,Running,false,325
322,141.7,96.7,23.4,17.10,38.8,5.9,Running,false,325
323,155.0,97.3,23.7,12.58,38.9,8.0,Running,false,327
324,122.4,94.0,28.9,15.90,37.6,4.1,Walking,false,329
325,104.8,98.0,26.7,10.37,37.7,5.2,Running,false,331
326,104.6,94.2,34.8,15.34,38.1,6.3,Running,false,333
327,152.8,97.3,30.9,17.03,38.9,6.1,Walking,false,335
328,107.2,97.0,33.4,13.40,38.4,5.6,Running,false,337
329,158.0,97.9,23.3,11.17,38.9,6.2,Walking,false,337
330,111.9,97.8,28.2,13.07,38.6,6.7,Running,false,338
331,140.3,95.5,27.2,15.52,38.0,6.5,Running,false,338
332,148.1,94.3,25.7,11.14,37.9,4.6,Walking,false,339
333,154.4,94.5,22.3,14.78,38.7,4.5,Running,false,340
334,140.2,98.1,20.8,16.78,38.6,6.2,Walking,false,341
335,114.8,96.1,28.2,19.14,38.6,5.6,Running,false,341
336,105.7,97.2,32.8,19.22,37.7,4.4,Walking,false,342
337,109.7,98.3,23.5,16.77,37.7,6.4,Running,false,343
338,112.4,94.7,33.2,16.53,38.9,7.8,Walking,false,345
339,153.4,97.5,21.8,11.36,38.7,5.2,Walking,false,346
340,154.2,95.1,34.2,17.80,37.5,4.5,Walking,false,347
341,121.7,98.0,28.4,17.75,37.6,4.1,Running,false,348
342,120.6,98.2,22.5,14.12,37.5,7.4,Running,false,349
343,147.1,96.8,33.7,14.86,37.7,7.6,Walking,false,350
344,159.7,95.8,25.4,11.83,38.0,7.9,Walking,false,350
345,149.0,98.6,30.4,15.51,37.7,7.2,Running,false,350
346,105.3,95.8,30.6,11.59,38.9,7.7,Walking,false,350
347,149.8,98.4,29.7,10.95,38.3,6.4,Running,false,350
348,150.6,97.8,23.7,17.07,37.5,7.4,Walking,false,352
349,100.7,96.5,27.0,11.83,38.2,6.6,Running,false,354
350,140.3,95.1,33.2,10.93,38.5,7.7,Running,false,356
351,138.6,96.3,25.1,13.77,38.7,5.8,Walking,false,356
352,114.0,95.0,20.3,18.69,38.5,4.4,Running,false,357
353,124.4,94.3,20.7,10.49,37.9,4.4,Running,false,359
354,107.7,98.8,22.3,16.54,38.8,7.3,Walking,false,361
355,105.8,96.5,26.1,10.25,38.2,5.4,Running,false,363
356,140.0,95.8,29.2,18.63,38.5,6.1,Walking,false,363
357,142.7,98.3,28.5,12.65,37.6,6.2,Running,false,363
358,115.4,96.7,33.7,11.75,38.7,7.5,Running,false,365
359,149.7,96.7,20.6,17.75,37.7,6.6,Walking,false,367
360,109.0,94.0,25.7,13.87,38.8,5.3,Running,false,367
361,119.4,95.3,30.5,19.15,38.4,7.1,Walking,false,368
362,158.4,97.4,31.1,13.05,37.6,5.4,Walking,false,369
363,145.8,95.0,34.4,13.80,38.3,5.9,Running,false,370
364,107.7,96.1,34.2,16.30,38.2,7.0,Walking,false,370
365,146.0,97.0,23.6,13.83,38.0,6.2,Running,false,372
366,157.4,97.8,20.0,13.69,39.0,4.8,Walking,false,374
367,110.9,97.4,24.3,15.57,38.1,4.4,Running,false,374
368,159.3,97.2,30.9,14.18,38.2,7.7,Walking,false,374
369,139.4,97.5,20.7,16.67,38.3,5.7,Walking,false,376
370,159.6,96.4,28.6,17.58,38.7,7.4,Walking,false,376
371,120.2,94.4,31.3,17.06,38.8,7.1,Walking,false,378
372,143.1,98.1,25.0,18.86,38.4,8.0,Walking,false,379
373,117.3,98.0,32.0,14.27,38.6,6.9,Walking,false,379
374,115.8,97.9,27.1,17.26,38.5,4.8,Running,false,380
375,147.5,94.3,21.8,16.84,38.6,4.9,Walking,false,380
376,121.1,98.4,33.7,15.53,37.6,7.4,Running,false,382
377,127.1,94.0,31.7,10.91,38.0,6.5,Running,false,384
378,111.3,98.2,26.7,14.93,38.1,4.2,Running,false,386
379,112.3,95.2,30.6,16.36,38.1,4.3,Running,false,387
380,109.6,98.4,22.3,17.09,38.8,4.2,Walking,false,388
381,153.3,98.3,26.7,17.73,38.4,4.6,Running,false,390
382,159.5,98.8,22.5,10.99,38.5,5.7,Walking,false,392
383,147.3,95.0,34.7,12.35,38.2,7.5,Running,false,392
384,152.0,96.4,22.5,17.50,39.0,4.0,Running,false,392
385,150.4,94.1,20.6,19.85,38.3,4.6,Walking,false,392
386,102.8,97.5,33.7,11.29,38.7,6.6,Running,false,392
387,146.4,95.8,28.2,12.30,37.8,5.0,Running,false,393
388,157.0,97.2,24.0,19.00,37.6,7.4,Running,false,393
389,125.3,98.7,21.8,19.08,37.8,4.6,Running,false,393
390,122.8,98.8,30.1,19.77,37.6,5.5,Walking,false,394
391,120.5,94.1,28.6,13.89,38.2,7.7,Running,false,394
392,117.1,98.1,27.1,17.78,37.6,6.6,Walking,false,396
393,149.2,97.1,20.4,13.26,37.9,4.9,Walking,false,398
394,124.7,94.4,28.8,12.62,38.7,6.9,Walking,false,399
395,136.1,96.9,23.0,11.04,38.0,4.0,Running,false,401
396,101.7,94.5,22.6,13.42,38.7,7.9,Running,false,403
397,155.1,96.9,34.2,11.10,38.2,6.1,Running,false,405
398,137.4,96.9,31.2,14.57,38.0,5.7,Running,false,406
399,151.7,97.1,33.5,15.41,38.0,7.2,Walking,false,408
400,144.4,95.3,33.8,16.63,38.3,5.6,Walking,false,410
401,138.9,95.1,28.0,15.34,39.0,6.5,Running,false,411
402,125.4,95.2,27.2,19.95,38.9,4.4,Walking,false,411
403,120.6,95.7,32.0,17.05,38.1,5.0,Walking,false,413
404,147.9,98.2,24.5,17.83,38.4,7.0,Walking,false,413
405,143.0,96.2,21.9,19.87,37.6,6.5,Running,false,414
406,154.7,96.5,23.5,13.19,38.3,5.2,Running,false,416
407,124.0,94.2,30.7,10.11,38.4,4.6,Running,false,418
408,129.7,95.6,20.2,18.24,38.8,4.6,Walking,false,419
409,137.3,94.2,25.7,16.44,38.1,4.9,Running,false,419
410,139.4,98.9,22.4,13.27,37.7,6.9,Running,false,421
411,138.2,94.6,26.6,13.97,38.8,6.7,Running,false,421
412,139.3,95.5,32.4,19.38,37.9,4.9,Walking,false,423
413,104.0,98.1,21.0,14.72,38.7,4.1,Running,false,423
